organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
Plesiomonas shigelloides		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Plesiomonas	703	ARGOS_000010	v1.4	PRJNA231221	SAMN11056440	FDAARGOS_725		FDAARGOS_725			University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_725	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Acinetobacter sp. FDAARGOS_724		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; unclassified Acinetobacter	2545797	ARGOS_000010	v1.4	PRJNA231221	SAMN11056439	FDAARGOS_724		FDAARGOS_724			University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_724	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Burkholderia cenocepacia		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	95486	ARGOS_000010	v1.4	PRJNA231221	SAMN11056435	FDAARGOS_720		FDAARGOS_720			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_720	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000010	v1.4	PRJNA231221	SAMN11056433	FDAARGOS_718		FDAARGOS_718			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_718	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000010	v1.4	PRJNA231221	SAMN11056432	FDAARGOS_717		FDAARGOS_717			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_717	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056431	FDAARGOS_716		FDAARGOS_716			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_716	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056429	FDAARGOS_714		FDAARGOS_714			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_714	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056428	FDAARGOS_713		FDAARGOS_713			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_713	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000010	v1.4	PRJNA231221	SAMN11056426	FDAARGOS_711		FDAARGOS_711			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_711	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000010	v1.4	PRJNA231221	SAMN11056424	FDAARGOS_709		FDAARGOS_709			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_709	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056414	FDAARGOS_699		FDAARGOS_699			U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	synthetic	Not applicable	FDA:FDAARGOS_699		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056412	FDAARGOS_697		FDAARGOS_697			U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	synthetic	Not applicable	FDA:FDAARGOS_697		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056411	FDAARGOS_696		FDAARGOS_696			U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	synthetic	Not applicable	FDA:FDAARGOS_696		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bacillus anthracis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group	1392	ARGOS_000010	v1.4	PRJNA231221	SAMN11056409	FDAARGOS_694		FDAARGOS_694			U.S. Army Edgewood Chemical Biological Center	Unknown	USA:MD	synthetic	Not applicable	FDA:FDAARGOS_694		Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Bordetella bronchiseptica		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Alcaligenaceae; Bordetella	518	ARGOS_000010	v1.4	PRJNA231221	SAMN11056408	FDAARGOS_693		FDAARGOS_693			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_693	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056407	FDAARGOS_692		FDAARGOS_692			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_692	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056406	FDAARGOS_691		FDAARGOS_691			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_691	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056405	FDAARGOS_690		FDAARGOS_690			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_690	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	623	ARGOS_000010	v1.4	PRJNA231221	SAMN11056404	FDAARGOS_689		FDAARGOS_689			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_689	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	28901	ARGOS_000010	v1.4	PRJNA231221	SAMN11056401	FDAARGOS_686		FDAARGOS_686			University of Ibadan	Unknown	Nigeria: Ibadan	clinical isolate	Not applicable	FDA:FDAARGOS_686	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Streptococcus mutans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1309	ARGOS_000010	v1.4	PRJNA231221	SAMN11056400	FDAARGOS_685		FDAARGOS_685			ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:25175D-5	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Streptococcus mitis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	28037	ARGOS_000010	v1.4	PRJNA231221	SAMN11056399	FDAARGOS_684		FDAARGOS_684		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_684	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Streptococcus gordonii		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus	1302	ARGOS_000010	v1.4	PRJNA231221	SAMN11056398	FDAARGOS_683		FDAARGOS_683		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_683	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Shewanella putrefaciens		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Alteromonadales; Shewanellaceae; Shewanella	24	ARGOS_000010	v1.4	PRJNA231221	SAMN11056396	FDAARGOS_681		FDAARGOS_681		Not applicable	ATCC	1994	USA:Cerro Negro, NM	subsurface rock	Not applicable	FDA:FDAARGOS_681	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Mycobacteroides abscessus		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacteroides	36809	ARGOS_000010	v1.4	PRJNA231221	SAMN11056393	FDAARGOS_678		FDAARGOS_678			ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:19977D-5	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Micrococcus luteus		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Micrococcus	1270	ARGOS_000010	v1.4	PRJNA231221	SAMN11056392	FDAARGOS_677		FDAARGOS_677		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_677	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Gordonia bronchialis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia	2054	ARGOS_000010	v1.4	PRJNA231221	SAMN11056391	FDAARGOS_676		FDAARGOS_676		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_676	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Cupriavidus metallidurans		cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus	119219	ARGOS_000010	v1.4	PRJNA231221	SAMN11056390	FDAARGOS_675		FDAARGOS_675		Not applicable	ATCC	Unknown	USA:VA	sedimentation pond in a zinc factory	Not applicable	FDA:FDAARGOS_675	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Corynebacterium xerosis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	1725	ARGOS_000010	v1.4	PRJNA231221	SAMN11056389	FDAARGOS_674		FDAARGOS_674		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_674	Unknown	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Campylobacter ureolyticus		cellular organisms; Bacteria; Pseudomonadota; delta/epsilon subdivisions; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	827	ARGOS_000010	v1.4	PRJNA231221	SAMN11056388	FDAARGOS_673		FDAARGOS_673			ATCC	Unknown	USA:VA	Urethra of man with non-gonococcal urethritis.	Not applicable	ATCC:43606D-5	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	male	Phenotypic and Molecular Methods	
Aerococcus viridans		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Aerococcaceae; Aerococcus	1377	ARGOS_000010	v1.4	PRJNA231221	SAMN11056387	FDAARGOS_672		FDAARGOS_672		Not applicable	ATCC	Unknown	USA:VA	Unknown	Not applicable	FDA:FDAARGOS_672	ATCC strain	Unknowm	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Acinetobacter lwoffii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	28090	ARGOS_000010	v1.4	PRJNA231221	SAMN10163244	FDAARGOS_551		FDAARGOS_551			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_551	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods	
Acinetobacter lwoffii		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter	28090	ARGOS_000010	v1.4	PRJNA231221	SAMN10163181	FDAARGOS_557		FDAARGOS_557			Mayo Clinic	Unknown	USA:MN	clinical isolate	Not applicable	FDA:FDAARGOS_557	Homo sapiens	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	not applicable	Phenotypic and Molecular Methods	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN11078008	FDAARGOS_863		FDAARGOS_863		Zika Virus/H/PAN/2015/CDC-259364	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_863	BEI strain			Zika Virus Disease					RT-PCR and amplicon sequencing	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN11078007	FDAARGOS_862		FDAARGOS_862		Zika Virus/H/PAN/2016/BEI-259634	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_862	BEI strain			Zika Virus Disease					RT-PCR and amplicon sequencing	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN11078006	FDAARGOS_861		FDAARGOS_861		Zika Virus/FLR	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_861	BEI strain			Zika Virus Disease					RT-PCR and amplicon sequencing	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN11078005	FDAARGOS_860		FDAARGOS_860		Zika Virus/IbH 30656	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_860	BEI strain			Zika Virus Disease					RT-PCR and amplicon sequencing	
Zika virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	64320	ARGOS_000010	v1.4	PRJNA231221	SAMN11078004	FDAARGOS_859		FDAARGOS_859		Zika Virus/MR 766	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_859	BEI strain			Zika Virus Disease					RT-PCR and amplicon sequencing	
Yellow fever virus		Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	11089	ARGOS_000010	v1.4	PRJNA231221	SAMN11078003	FDAARGOS_858		FDAARGOS_858		Yellow Fever Virus/17D	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_858	BEI strain			Yellow Fever					RT-PCR and amplicon sequencing	
Rift Valley fever virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Rift Valley fever phlebovirus	11588	ARGOS_000010	v1.4	PRJNA231221	SAMN11078002	FDAARGOS_857		FDAARGOS_857		Rift Valley Fever Virus/ZH501	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_857	BEI strain			Rift Valley Fever					RT-PCR and amplicon sequencing	
Nipah henipavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Henipavirus	121791	ARGOS_000010	v1.4	PRJNA231221	SAMN11078001	FDAARGOS_856		FDAARGOS_856		Nipah henipavirus/199902916/Malaysia	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_856	BEI strain			Nipah Henipavirus Disease					RT-PCR and amplicon sequencing	
Monkeypox virus		Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	10244	ARGOS_000010	v1.4	PRJNA231221	SAMN11078000	FDAARGOS_855		FDAARGOS_855		Monkeypox Virus/USA-2003	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_855	BEI strain			Monkeypox Virus Disease					RT-PCR and amplicon sequencing	
Monkeypox virus		Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	10244	ARGOS_000010	v1.4	PRJNA231221	SAMN11077999	FDAARGOS_854		FDAARGOS_854		Monkeypox Virus/WRAIR 7-61	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	scab from female monkey (Macaca fascicularis)	not applicable	FDA:FDAARGOS_854	BEI strain			Monkeypox Virus Disease					RT-PCR and amplicon sequencing	
Marburg marburgvirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Filoviridae; Marburgvirus	11269	ARGOS_000010	v1.4	PRJNA231221	SAMN11077998	FDAARGOS_853		FDAARGOS_853		Marburg marburgvirus/Musoke	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_853	BEI strain			Marburg Hemorrhagic Fever					RT-PCR and amplicon sequencing	
Machupo mammarenavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	11628	ARGOS_000010	v1.4	PRJNA231221	SAMN11077997	FDAARGOS_852		FDAARGOS_852		Machupo mammarenavirus/Carvallo	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_852	BEI strain			Machupo Hemorrhagic Fever					RT-PCR and amplicon sequencing	
Lassa mammarenavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	11620	ARGOS_000010	v1.4	PRJNA231221	SAMN11077996	FDAARGOS_851		FDAARGOS_851		Lassa mammarenavirus/Josiah	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_851	BEI strain			Lassa Hemorrhagic Fever					RT-PCR and amplicon sequencing	
Argentinian mammarenavirus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus	2169991	ARGOS_000010	v1.4	PRJNA231221	SAMN11077995	FDAARGOS_850		FDAARGOS_850		Argentinian mammarenavirus/XJ	BEI Resources/American Type and Culture Collection (ATCC)	missing	USA:MD	BEI Isolate	not applicable	FDA:FDAARGOS_850	BEI strain			Argentinian Hemorrhagic Fever					RT-PCR and amplicon sequencing	
