organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Yersinia pestis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	632	ARGOS_000091	v1.6	PRJNA231221	SAMN10228583	FDAARGOS_603	SRR8072962	GCF_003798205.1	Pathogen: clinical or host-associated sample from Yersinia pestis	PacBio RS	Not applicable	USAMRIID	Unknown	Japan	UCC isolate	Not applicable	FDA:FDAARGOS_603	UCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	not collected	Phenotypic and Molecular Methods
Yersinia enterocolitica		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000091	v1.6	PRJNA231221	SAMN04875561	FDAARGOS_224	SRR4272708	GCA_002083295.2	Pathogen: environmental/food/other sample from Yersinia enterocolitica	PacBio RS	Not Applicable	USAMRIID	1970	USA:MD	animal tissue	Not Applicable	FDA:FDAARGOS_224	Monkey	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification
Yersinia enterocolitica		cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000091	v1.6	PRJNA231221	SAMN04875561	FDAARGOS_224	SRR4272709	GCA_002083295.2	Pathogen: environmental/food/other sample from Yersinia enterocolitica	Illumina HiSeq 2000	Not Applicable	USAMRIID	1970	USA:MD	animal tissue	Not Applicable	FDA:FDAARGOS_224	Monkey	Not Applicable	Not Applicable	Not Applicable	Missing	Not Applicable	Not Applicable	Not Applicable	Phenotypic identification
Yersinia pseudotuberculosis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000091	v1.6	PRJNA231221	SAMN16357216	FDAARGOS_1047	SRR12825851	GCF_016535475.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Sequel	Not applicable	ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:27802D-5	ATCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Yersinia pseudotuberculosis	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia; Yersinia pseudotuberculosis complex	633	ARGOS_000091	v1.6	PRJNA231221	SAMN16357216	FDAARGOS_1047	SRR12825850	GCF_016535475.1	Pathogen: clinical or host-associated sample from Yersinia pseudotuberculosis	Illumina HiSeq 4000	Not applicable	ATCC	Unknown	USA:VA	ATCC Isolate	Not applicable	ATCC:27802D-5	ATCC strain	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter coli	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	195	ARGOS_000091	v1.6	PRJNA231221	SAMN20888882	FDAARGOS_1465	SRR16259362	GCF_019930985.1	Pathogen: clinical or host-associated sample from Campylobacter coli	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24128	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter coli	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	195	ARGOS_000091	v1.6	PRJNA231221	SAMN20888882	FDAARGOS_1465	SRR16259360	GCF_019930985.1	Pathogen: clinical or host-associated sample from Campylobacter coli	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24128	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter jejuni		cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	197	ARGOS_000091	v1.6	PRJNA231221	SAMN22091643	FDAARGOS_1546	SRR17115552	GCF_020736145.1	Pathogen: clinical or host-associated sample from Campylobacter jejuni	Illumina NovaSeq 6000		missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24189	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter jejuni		cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	197	ARGOS_000091	v1.6	PRJNA231221	SAMN22091643	FDAARGOS_1546	SRR17115553	GCF_020736145.1	Pathogen: clinical or host-associated sample from Campylobacter jejuni	Sequel		missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24189	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter coli	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	195	ARGOS_000091	v1.6	PRJNA231221	SAMN20888883	FDAARGOS_1466	SRR16259585	GCF_019930865.1	Pathogen: clinical or host-associated sample from Campylobacter coli	Illumina NovaSeq 6000	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24199	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Campylobacter coli	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Campylobacterota; Epsilonproteobacteria; Campylobacterales; Campylobacteraceae; Campylobacter	195	ARGOS_000091	v1.6	PRJNA231221	SAMN20888883	FDAARGOS_1466	SRR16259583	GCF_019930865.1	Pathogen: clinical or host-associated sample from Campylobacter coli	Sequel	Not applicable	missing	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:24199	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium falsenii	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	108486	ARGOS_000091	v1.6	PRJNA231221	SAMN21218849	FDAARGOS_1493	SRR16249316	GCF_020097615.1	Pathogen: clinical or host-associated sample from Corynebacterium falsenii	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44352	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium falsenii	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	108486	ARGOS_000091	v1.6	PRJNA231221	SAMN21218849	FDAARGOS_1493	SRR16249315	GCF_020097615.1	Pathogen: clinical or host-associated sample from Corynebacterium falsenii	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44352	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium coyleae	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	53374	ARGOS_000091	v1.6	PRJNA231221	SAMN21218848	FDAARGOS_1492	SRR16249314	GCF_020097655.1	Pathogen: clinical or host-associated sample from Corynebacterium coyleae	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44185	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium coyleae	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	53374	ARGOS_000091	v1.6	PRJNA231221	SAMN21218848	FDAARGOS_1492	SRR16249313	GCF_020097655.1	Pathogen: clinical or host-associated sample from Corynebacterium coyleae	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44185	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium glucuronolyticum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	39791	ARGOS_000091	v1.6	PRJNA231221	SAMN16357333	FDAARGOS_1191	SRR13181233	GCF_016889785.1	Pathogen: clinical or host-associated sample from Corynebacterium glucuronolyticum	Illumina HiSeq 4000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44289	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Corynebacterium glucuronolyticum	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium	39791	ARGOS_000091	v1.6	PRJNA231221	SAMN16357333	FDAARGOS_1191	SRR13181232	GCF_016889785.1	Pathogen: clinical or host-associated sample from Corynebacterium glucuronolyticum	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:44289	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter vaginalis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1630135	ARGOS_000091	v1.6	PRJNA231221	SAMN11056355	FDAARGOS_640	SRR8984855	GCF_008693925.1	Pathogen: clinical or host-associated sample from Dermabacter vaginalis	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_640	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter vaginalis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1630135	ARGOS_000091	v1.6	PRJNA231221	SAMN11056355	FDAARGOS_640	SRR8984853	GCF_008693925.1	Pathogen: clinical or host-associated sample from Dermabacter vaginalis	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_640	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter vaginalis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1630135	ARGOS_000091	v1.6	PRJNA231221	SAMN11056355	FDAARGOS_640	SRR8984856	GCF_008693925.1	Pathogen: clinical or host-associated sample from Dermabacter vaginalis	PacBio RS	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_640	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Dermabacter vaginalis	Not applicable	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Dermabacteraceae; Dermabacter	1630135	ARGOS_000091	v1.6	PRJNA231221	SAMN11056355	FDAARGOS_640	SRR8984854	GCF_008693925.1	Pathogen: clinical or host-associated sample from Dermabacter vaginalis	Illumina HiSeq 4000	Not applicable	University of Louisville	Unknown	USA: KY	clinical isolate	Not applicable	FDA:FDAARGOS_640	Homo sapiens	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter roggenkampii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	1812935	ARGOS_000091	v1.6	PRJNA231221	SAMN16357572	FDAARGOS 1430	SRR15075447	GCF_019047025.1	Pathogen: clinical or host-associated sample from Enterobacter roggenkampii	Sequel II	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16690	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter roggenkampii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	1812935	ARGOS_000091	v1.6	PRJNA231221	SAMN16357572	FDAARGOS 1430	SRR15075448	GCF_019047025.1	Pathogen: clinical or host-associated sample from Enterobacter roggenkampii	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:16690	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996277	FDAARGOS_132	SRR2819861	GCF_002951395.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	Children's National Hospital	1/13/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_132	Homo sapiens	1mo	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996277	FDAARGOS_132	SRR2819860	GCF_002951395.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	Children's National Hospital	1/13/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_132	Homo sapiens	1mo	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996277	FDAARGOS_132	SRR2819859	GCF_002951395.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	Children's National Hospital	1/13/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_132	Homo sapiens	1mo	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN03996277	FDAARGOS_132	SRR2819858	GCF_002951395.1	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	Illumina HiSeq 2500	Not Applicable	Children's National Hospital	1/13/14	USA:DC	endotracheal aspirate	Not Applicable	FDA:FDAARGOS_132	Homo sapiens	1mo	Missing	Trachitis	Missing	Missing	Missing	male	phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN04875535	FDAARGOS_198	SRR4123919	GCF_002277995.2	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	PacBio RS	Not Applicable	ATCC < CCUG < PHL	Missing	Sweden	blood	Not Applicable	ATCC:51720D	Homo sapiens	Missing	Missing	Infection with Elizabethkingia meningoseptica	Missing	Missing	Missing	Missing	Phenotypic identification
Elizabethkingia anophelis		cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Weeksellaceae; Elizabethkingia	1117645	ARGOS_000091	v1.6	PRJNA231221	SAMN04875535	FDAARGOS_198	SRR4123920	GCF_002277995.2	Pathogen: clinical or host-associated sample from Elizabethkingia anophelis	Illumina HiSeq 2500	Not Applicable	ATCC < CCUG < PHL	Missing	Sweden	blood	Not Applicable	ATCC:51720D	Homo sapiens	Missing	Missing	Infection with Elizabethkingia meningoseptica	Missing	Missing	Missing	Missing	Phenotypic identification
Enterobacter ludwigii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	299767	ARGOS_000091	v1.6	PRJNA231221	SAMN21218854	FDAARGOS_1498	SRR16251402	GCF_020099215.1	Pathogen: clinical or host-associated sample from Enterobacter ludwigii	Sequel	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:15156	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter ludwigii	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	299767	ARGOS_000091	v1.6	PRJNA231221	SAMN21218854	FDAARGOS_1498	SRR16251403	GCF_020099215.1	Pathogen: clinical or host-associated sample from Enterobacter ludwigii	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:15156	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357577	FDAARGOS 1435	SRR15075464	GCF_019048625.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Sequel II	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:46348	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterobacter hormaechei	Not applicable	cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex	158836	ARGOS_000091	v1.6	PRJNA231221	SAMN16357577	FDAARGOS 1435	SRR15075463	GCF_019048625.1	Pathogen: clinical or host-associated sample from Enterobacter hormaechei	Illumina NovaSeq 6000	Not applicable	DSMZ	Unknown	Germany: Braunschweig	missing	Not applicable	DSM:46348	missing	Unknown	Not applicable	Unknown	Unknown	Unknown	Unknown	Unknown	Phenotypic and Molecular Methods
Enterococcus avium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	33945	ARGOS_000091	v1.6	PRJNA231221	SAMN04327393	FDAARGOS_185	SRR5871794	GCF_007273515.1	Pathogen: clinical or host-associated sample from Enterococcus avium	PacBio RS	Not Applicable	Children's National Hospital	4/22/15	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_185	Homo sapiens	6M	Missing	Bacteremia	Missing	Missing	Missing	female	Phenotypic identification
Enterococcus avium		cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	33945	ARGOS_000091	v1.6	PRJNA231221	SAMN04327393	FDAARGOS_185	SRR5871793	GCF_007273515.1	Pathogen: clinical or host-associated sample from Enterococcus avium	Illumina HiSeq 4000	Not Applicable	Children's National Hospital	4/22/15	USA:DC	peripheral blood	Not Applicable	FDA:FDAARGOS_185	Homo sapiens	6M	Missing	Bacteremia	Missing	Missing	Missing	female	Phenotypic identification
